day,date,opt_type,contract_symbol,strike,source,entry_frame,entry_price,exit_frame,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Thursday,2026-04-09,P,TSLA260410P00342500,342.5,REAL,9:31–9:36 AM,4.366,3:15–3:25 PM,2.664,-1.702,1,436.6,-170.2,False,1DTE (expiry Fri 04-10)
Thursday,2026-04-16,P,TSLA260417P00392500,392.5,REAL,9:31–9:36 AM,7.894,3:15–3:25 PM,6.7657,-1.1283,1,789.4,-112.83,False,1DTE (expiry Fri 04-17)
Thursday,2026-04-23,P,TSLA260424P00372500,372.5,REAL,9:31–9:36 AM,3.63,3:15–3:25 PM,3.425,-0.205,1,363.0,-20.5,False,1DTE (expiry Fri 04-24)
Thursday,2026-04-30,P,TSLA260501P00370000,370.0,REAL,9:31–9:36 AM,4.306,3:15–3:25 PM,0.391,-3.915,1,430.6,-391.5,False,1DTE (expiry Fri 05-01)
Thursday,2026-05-07,P,TSLA260508P00407500,407.5,REAL,9:31–9:36 AM,4.188,3:15–3:25 PM,5.8689,1.6809,1,418.8,168.09,True,1DTE (expiry Fri 05-08)
Thursday,2026-05-14,P,TSLA260515P00445000,445.0,REAL,9:31–9:36 AM,7.964,3:15–3:25 PM,5.747,-2.217,1,796.4,-221.7,False,1DTE (expiry Fri 05-15)
Thursday,2026-05-21,P,TSLA260522P00420000,420.0,REAL,9:31–9:36 AM,4.296,3:15–3:25 PM,5.32,1.024,1,429.6,102.4,True,1DTE (expiry Fri 05-22)
Thursday,2026-05-28,P,TSLA260529P00437500,437.5,REAL,9:31–9:36 AM,5.784,3:15–3:25 PM,2.234,-3.55,1,578.4,-355.0,False,1DTE (expiry Fri 05-29)
Thursday,2026-06-04,P,TSLA260605P00420000,420.0,REAL,9:31–9:36 AM,4.144,3:15–3:25 PM,4.204,0.06,1,414.4,6.0,True,1DTE (expiry Fri 06-05)
Thursday,2026-06-11,P,TSLA260612P00387500,387.5,REAL,9:31–9:36 AM,10.278,3:15–3:25 PM,3.172,-7.106,1,1027.8,-710.6,False,1DTE (expiry Fri 06-12)
Thursday,2026-06-18,P,TSLA260618P00397500,397.5,REAL,9:31–9:36 AM,6.202,3:15–3:25 PM,2.328,-3.874,1,620.2,-387.4,False,1DTE (same-day expiry)
Thursday,2026-06-25,P,TSLA260626P00377500,377.5,REAL,9:31–9:36 AM,6.888,3:15–3:25 PM,6.1688,-0.7192,1,688.8,-71.92,False,1DTE (expiry Fri 06-26)
Thursday,2026-07-02,P,TSLA260702P00427500,427.5,REAL,9:31–9:36 AM,5.04,3:15–3:25 PM,37.4175,32.3775,1,504.0,3237.75,True,1DTE (same-day expiry)
Thursday,2026-07-09,P,TSLA260710P00395000,395.0,REAL,9:31–9:36 AM,7.018,3:15–3:25 PM,0.794,-6.224,1,701.8,-622.4,False,1DTE (expiry Fri 07-10)
Friday,2024-07-19,C,AAPL240719C00225000,225.0,REAL,3:50–3:55 PM,0.018,3:55–4:00 PM,0.012,-0.006,56,100.8,-33.6,False,0DTE (same-day expiry)
Friday,2024-07-26,C,AAPL240726C00217500,217.5,REAL,3:50–3:55 PM,0.184,3:55–4:00 PM,0.278,0.094,6,110.4,56.4,True,0DTE (same-day expiry)
Friday,2024-08-02,C,AAPL240802C00220000,220.0,REAL,3:50–3:55 PM,0.306,3:55–4:00 PM,0.106,-0.2,4,122.4,-80.0,False,0DTE (same-day expiry)
Friday,2024-08-09,C,AAPL240809C00212500,212.5,REAL,3:50–3:55 PM,3.696,3:55–4:00 PM,3.6,-0.096,1,369.6,-9.6,False,0DTE (same-day expiry)
Friday,2024-08-16,C,AAPL240816C00222500,222.5,REAL,3:50–3:55 PM,3.27,3:55–4:00 PM,3.5625,0.2925,1,327.0,29.25,True,0DTE (same-day expiry)
Friday,2024-08-23,C,AAPL240823C00225000,225.0,REAL,3:50–3:55 PM,1.91,3:55–4:00 PM,1.846,-0.064,1,191.0,-6.4,False,0DTE (same-day expiry)
Friday,2024-08-30,C,AAPL240830C00230000,230.0,REAL,3:50–3:55 PM,0.064,3:55–4:00 PM,0.01,-0.054,16,102.4,-86.4,False,0DTE (same-day expiry)
Friday,2024-09-06,C,AAPL240906C00225000,225.0,REAL,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-09-13,C,AAPL240913C00222500,222.5,REAL,3:50–3:55 PM,0.184,3:55–4:00 PM,0.066,-0.118,6,110.4,-70.8,False,0DTE (same-day expiry)
Friday,2024-09-20,C,AAPL240920C00230000,230.0,REAL,3:50–3:55 PM,2.462,3:55–4:00 PM,0.348,-2.114,1,246.2,-211.4,False,0DTE (same-day expiry)
Friday,2024-09-27,C,AAPL240927C00230000,230.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2024-10-04,C,AAPL241004C00227500,227.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2024-10-11,C,AAPL241011C00227500,227.5,REAL,3:50–3:55 PM,0.762,3:55–4:00 PM,0.208,-0.554,2,152.4,-110.8,False,0DTE (same-day expiry)
Friday,2024-10-18,C,AAPL241018C00235000,235.0,REAL,3:50–3:55 PM,0.122,3:55–4:00 PM,0.152,0.03,9,109.8,27.0,True,0DTE (same-day expiry)
Friday,2024-10-25,C,AAPL241025C00230000,230.0,REAL,3:50–3:55 PM,1.546,3:55–4:00 PM,1.36,-0.186,1,154.6,-18.6,False,0DTE (same-day expiry)
Friday,2024-11-01,C,AAPL241101C00222500,222.5,REAL,3:50–3:55 PM,0.288,3:55–4:00 PM,0.536,0.248,4,115.2,99.2,True,0DTE (same-day expiry)
Friday,2024-11-08,C,AAPL241108C00227500,227.5,REAL,3:50–3:55 PM,0.032,3:55–4:00 PM,0.014,-0.018,32,102.4,-57.6,False,0DTE (same-day expiry)
Friday,2024-11-15,C,AAPL241115C00227500,227.5,REAL,3:50–3:55 PM,0.012,3:55–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2024-11-22,C,AAPL241122C00227500,227.5,REAL,3:50–3:55 PM,2.136,3:55–4:00 PM,2.492,0.356,1,213.6,35.6,True,0DTE (same-day expiry)
Friday,2024-11-29,C,AAPL241129C00235000,235.0,REAL,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2024-12-06,C,AAPL241206C00242500,242.5,REAL,3:50–3:55 PM,0.288,3:55–4:00 PM,0.258,-0.03,4,115.2,-12.0,False,0DTE (same-day expiry)
Friday,2024-12-13,C,AAPL241213C00247500,247.5,REAL,3:50–3:55 PM,0.546,3:55–4:00 PM,0.6,0.054,2,109.2,10.8,True,0DTE (same-day expiry)
Friday,2024-12-20,C,AAPL241220C00247500,247.5,REAL,3:50–3:55 PM,5.65,3:55–4:00 PM,6.575,0.925,1,565.0,92.5,True,0DTE (same-day expiry)
Friday,2024-12-27,C,AAPL241227C00257500,257.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-01-03,C,AAPL250103C00242500,242.5,REAL,3:50–3:55 PM,0.328,3:55–4:00 PM,0.816,0.488,4,131.2,195.2,True,0DTE (same-day expiry)
Friday,2025-01-10,C,AAPL250110C00237500,237.5,REAL,3:50–3:55 PM,0.028,3:55–4:00 PM,0.034,0.006,36,100.8,21.6,True,0DTE (same-day expiry)
Friday,2025-01-17,C,AAPL250117C00232500,232.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-01-24,C,AAPL250124C00225000,225.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-01-31,C,AAPL250131C00247500,247.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-02-07,C,AAPL250207C00232500,232.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-02-14,C,AAPL250214C00242500,242.5,REAL,3:50–3:55 PM,2.33,3:55–4:00 PM,2.356,0.026,1,233.0,2.6,True,0DTE (same-day expiry)
Friday,2025-02-21,C,AAPL250221C00247500,247.5,REAL,3:50–3:55 PM,0.012,3:55–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2025-02-28,C,AAPL250228C00235000,235.0,REAL,3:50–3:55 PM,5.635,3:55–4:00 PM,6.666,1.031,1,563.5,103.1,True,0DTE (same-day expiry)
Friday,2025-03-07,C,AAPL250307C00235000,235.0,REAL,3:50–3:55 PM,3.68,3:55–4:00 PM,4.37,0.69,1,368.0,69.0,True,0DTE (same-day expiry)
Friday,2025-03-14,C,AAPL250314C00212500,212.5,REAL,3:50–3:55 PM,0.712,3:55–4:00 PM,1.102,0.39,2,142.4,78.0,True,0DTE (same-day expiry)
Friday,2025-03-21,C,AAPL250321C00212500,212.5,REAL,3:50–3:55 PM,4.3875,3:55–4:00 PM,5.776,1.3885,1,438.75,138.85,True,0DTE (same-day expiry)
Friday,2025-03-28,C,AAPL250328C00222500,222.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-04-04,C,AAPL250404C00195000,195.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.012,0.002,101,101.0,20.2,True,0DTE (same-day expiry)
Friday,2025-04-11,C,AAPL250411C00190000,190.0,REAL,3:50–3:55 PM,8.3,3:55–4:00 PM,8.17,-0.13,1,830.0,-13.0,False,0DTE (same-day expiry)
Friday,2025-04-18,C,,0.0,MISS,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2025-04-25,C,AAPL250425C00207500,207.5,REAL,3:50–3:55 PM,1.504,3:55–4:00 PM,1.752,0.248,1,150.4,24.8,True,0DTE (same-day expiry)
Friday,2025-05-02,C,AAPL250502C00205000,205.0,REAL,3:50–3:55 PM,0.206,3:55–4:00 PM,0.228,0.022,5,103.0,11.0,True,0DTE (same-day expiry)
Friday,2025-05-09,C,AAPL250509C00200000,200.0,REAL,3:50–3:55 PM,0.012,3:55–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2025-05-16,C,AAPL250516C00212500,212.5,REAL,3:50–3:55 PM,0.012,3:55–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2025-05-23,C,AAPL250523C00195000,195.0,REAL,3:50–3:55 PM,0.506,3:55–4:00 PM,0.472,-0.034,2,101.2,-6.8,False,0DTE (same-day expiry)
Friday,2025-05-30,C,AAPL250530C00200000,200.0,REAL,3:50–3:55 PM,0.714,3:55–4:00 PM,1.516,0.802,2,142.8,160.4,True,0DTE (same-day expiry)
Friday,2025-06-06,C,AAPL250606C00205000,205.0,REAL,3:50–3:55 PM,0.124,3:55–4:00 PM,0.016,-0.108,9,111.6,-97.2,False,0DTE (same-day expiry)
Friday,2025-06-13,C,AAPL250613C00200000,200.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-06-20,C,AAPL250620C00200000,200.0,REAL,3:50–3:55 PM,0.426,3:55–4:00 PM,1.066,0.64,3,127.8,192.0,True,0DTE (same-day expiry)
Friday,2025-06-27,C,AAPL250627C00202500,202.5,REAL,3:50–3:55 PM,0.014,3:55–4:00 PM,0.01,-0.004,72,100.8,-28.8,False,0DTE (same-day expiry)
Friday,2025-07-04,C,,0.0,MISS,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2025-07-11,C,AAPL250711C00210000,210.0,REAL,3:50–3:55 PM,1.198,3:55–4:00 PM,1.126,-0.072,1,119.8,-7.2,False,0DTE (same-day expiry)
Friday,2025-07-18,C,AAPL250718C00210000,210.0,REAL,3:50–3:55 PM,1.098,3:55–4:00 PM,1.072,-0.026,1,109.8,-2.6,False,0DTE (same-day expiry)
Friday,2025-07-25,C,AAPL250725C00215000,215.0,REAL,3:50–3:55 PM,0.012,3:55–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2025-08-01,C,AAPL250801C00210000,210.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-08-08,C,AAPL250808C00220000,220.0,REAL,3:50–3:55 PM,9.49,3:55–4:00 PM,9.368,-0.122,1,949.0,-12.2,False,0DTE (same-day expiry)
Friday,2025-08-15,C,AAPL250815C00232500,232.5,REAL,3:50–3:55 PM,0.03,3:55–4:00 PM,0.038,0.008,34,102.0,27.2,True,0DTE (same-day expiry)
Friday,2025-08-22,C,AAPL250822C00227500,227.5,REAL,3:50–3:55 PM,0.456,3:55–4:00 PM,0.378,-0.078,3,136.8,-23.4,False,0DTE (same-day expiry)
Friday,2025-08-29,C,AAPL250829C00232500,232.5,REAL,3:50–3:55 PM,0.156,3:55–4:00 PM,0.16,0.004,7,109.2,2.8,True,0DTE (same-day expiry)
Friday,2025-09-05,C,AAPL250905C00240000,240.0,REAL,3:50–3:55 PM,0.058,3:55–4:00 PM,0.014,-0.044,18,104.4,-79.2,False,0DTE (same-day expiry)
Friday,2025-09-12,C,AAPL250912C00230000,230.0,REAL,3:50–3:55 PM,3.912,3:55–4:00 PM,4.096,0.184,1,391.2,18.4,True,0DTE (same-day expiry)
Friday,2025-09-19,C,AAPL250919C00242500,242.5,REAL,3:50–3:55 PM,3.036,3:55–4:00 PM,3.024,-0.012,1,303.6,-1.2,False,0DTE (same-day expiry)
Friday,2025-09-26,C,AAPL250926C00255000,255.0,REAL,3:50–3:55 PM,0.27,3:55–4:00 PM,0.37,0.1,4,108.0,40.0,True,0DTE (same-day expiry)
Friday,2025-10-03,C,AAPL251003C00255000,255.0,REAL,3:50–3:55 PM,2.708,3:55–4:00 PM,2.764,0.056,1,270.8,5.6,True,0DTE (same-day expiry)
Friday,2025-10-10,C,AAPL251010C00255000,255.0,REAL,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-10-17,C,AAPL251017C00247500,247.5,REAL,3:50–3:55 PM,5.11,3:55–4:00 PM,4.7367,-0.3733,1,511.0,-37.33,False,0DTE (same-day expiry)
Friday,2025-10-24,C,AAPL251024C00260000,260.0,REAL,3:50–3:55 PM,3.094,3:55–4:00 PM,2.82,-0.274,1,309.4,-27.4,False,0DTE (same-day expiry)
Friday,2025-10-31,C,AAPL251031C00277500,277.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2025-11-07,C,AAPL251107C00267500,267.5,REAL,3:50–3:55 PM,0.48,3:55–4:00 PM,0.974,0.494,3,144.0,148.2,True,0DTE (same-day expiry)
Friday,2025-11-14,C,AAPL251114C00272500,272.5,REAL,3:50–3:55 PM,0.266,3:55–4:00 PM,0.064,-0.202,4,106.4,-80.8,False,0DTE (same-day expiry)
Friday,2025-11-21,C,AAPL251121C00267500,267.5,REAL,3:50–3:55 PM,3.6067,3:55–4:00 PM,3.56,-0.0467,1,360.67,-4.67,False,0DTE (same-day expiry)
Friday,2025-11-28,C,AAPL251128C00277500,277.5,REAL,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2025-12-05,C,AAPL251205C00280000,280.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2025-12-12,C,AAPL251212C00277500,277.5,REAL,3:50–3:55 PM,0.444,3:55–4:00 PM,0.704,0.26,3,133.2,78.0,True,0DTE (same-day expiry)
Friday,2025-12-19,C,AAPL251219C00272500,272.5,REAL,3:50–3:55 PM,0.028,3:55–4:00 PM,0.75,0.722,36,100.8,2599.2,True,0DTE (same-day expiry)
Friday,2025-12-26,C,AAPL251226C00275000,275.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-01-02,C,AAPL260102C00272500,272.5,REAL,3:50–3:55 PM,0.0125,3:55–4:00 PM,0.01,-0.0025,81,101.25,-20.25,False,0DTE (same-day expiry)
Friday,2026-01-09,C,AAPL260109C00260000,260.0,REAL,3:50–3:55 PM,0.014,3:55–4:00 PM,0.01,-0.004,72,100.8,-28.8,False,0DTE (same-day expiry)
Friday,2026-01-16,C,AAPL260116C00257500,257.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-01-23,C,AAPL260123C00245000,245.0,REAL,3:50–3:55 PM,3.2325,3:55–4:00 PM,2.958,-0.2745,1,323.25,-27.45,False,0DTE (same-day expiry)
Friday,2026-01-30,C,AAPL260130C00255000,255.0,REAL,3:50–3:55 PM,5.478,3:55–4:00 PM,4.762,-0.716,1,547.8,-71.6,False,0DTE (same-day expiry)
Friday,2026-02-06,C,AAPL260206C00277500,277.5,REAL,3:50–3:55 PM,1.176,3:55–4:00 PM,0.984,-0.192,1,117.6,-19.2,False,0DTE (same-day expiry)
Friday,2026-02-13,C,AAPL260213C00262500,262.5,REAL,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Friday,2026-02-20,C,AAPL260220C00260000,260.0,REAL,3:50–3:55 PM,4.21,3:55–4:00 PM,4.618,0.408,1,421.0,40.8,True,0DTE (same-day expiry)
Friday,2026-02-27,C,AAPL260227C00270000,270.0,REAL,3:50–3:55 PM,0.0467,3:55–4:00 PM,0.01,-0.0367,22,102.67,-80.67,False,0DTE (same-day expiry)
Friday,2026-03-06,C,AAPL260306C00257500,257.5,REAL,3:50–3:55 PM,0.058,3:55–4:00 PM,0.26,0.202,18,104.4,363.6,True,0DTE (same-day expiry)
Friday,2026-03-13,C,AAPL260313C00255000,255.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2026-03-20,C,AAPL260320C00247500,247.5,REAL,3:50–3:55 PM,0.518,3:55–4:00 PM,0.59,0.072,2,103.6,14.4,True,0DTE (same-day expiry)
Friday,2026-03-27,C,AAPL260327C00255000,255.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-04-03,C,,0.0,MISS,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-04-10,C,AAPL260410C00260000,260.0,REAL,3:50–3:55 PM,0.172,3:55–4:00 PM,0.394,0.222,6,103.2,133.2,True,0DTE (same-day expiry)
Friday,2026-04-17,C,AAPL260417C00267500,267.5,REAL,3:50–3:55 PM,2.408,3:55–4:00 PM,2.64,0.232,1,240.8,23.2,True,0DTE (same-day expiry)
Friday,2026-04-24,C,AAPL260424C00272500,272.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.014,0.004,100,100.0,40.0,True,0DTE (same-day expiry)
Friday,2026-05-01,C,AAPL260501C00282500,282.5,REAL,3:50–3:55 PM,0.012,3:55–4:00 PM,0.01,-0.002,84,100.8,-16.8,False,0DTE (same-day expiry)
Friday,2026-05-08,C,AAPL260508C00290000,290.0,REAL,3:50–3:55 PM,3.99,3:55–4:00 PM,3.504,-0.486,1,399.0,-48.6,False,0DTE (same-day expiry)
Friday,2026-05-15,C,AAPL260515C00297500,297.5,REAL,3:50–3:55 PM,2.4333,3:55–4:00 PM,2.882,0.4487,1,243.33,44.87,True,0DTE (same-day expiry)
Friday,2026-05-22,C,AAPL260522C00307500,307.5,REAL,3:50–3:55 PM,0.83,3:55–4:00 PM,1.45,0.62,2,166.0,124.0,True,0DTE (same-day expiry)
Friday,2026-05-29,C,AAPL260529C00315000,315.0,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.014,0.004,101,101.0,40.4,True,0DTE (same-day expiry)
Friday,2026-06-05,C,AAPL260605C00312500,312.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,101,101.0,0.0,False,0DTE (same-day expiry)
Friday,2026-06-12,C,AAPL260612C00297500,297.5,REAL,3:50–3:55 PM,0.01,3:55–4:00 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Friday,2026-06-19,C,,0.0,MISS,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-06-26,C,AAPL260626C00275000,275.0,REAL,3:50–3:55 PM,9.575,3:55–4:00 PM,10.15,0.575,1,957.5,57.5,True,0DTE (same-day expiry)
Friday,2026-07-03,C,,0.0,MISS,3:50–3:55 PM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Friday,2026-07-10,C,AAPL260710C00315000,315.0,REAL,3:50–3:55 PM,1.346,3:55–4:00 PM,0.226,-1.12,1,134.6,-112.0,False,0DTE (same-day expiry)
Friday,2024-07-19,P,AAPL240719P00225000,225.0,REAL,10:00–10:05 AM,0.722,12:04–12:10 PM,0.8317,0.1097,2,144.4,21.93,True,0DTE (same-day expiry)
Friday,2024-07-26,P,AAPL240726P00217500,217.5,REAL,10:00–10:05 AM,1.09,12:04–12:10 PM,0.2417,-0.8483,1,109.0,-84.83,False,0DTE (same-day expiry)
Friday,2024-08-02,P,AAPL240802P00220000,220.0,REAL,10:00–10:05 AM,0.612,12:04–12:10 PM,0.32,-0.292,2,122.4,-58.4,False,0DTE (same-day expiry)
Friday,2024-08-09,P,AAPL240809P00212500,212.5,REAL,10:00–10:05 AM,1.028,12:04–12:10 PM,0.1917,-0.8363,1,102.8,-83.63,False,0DTE (same-day expiry)
Friday,2024-08-16,P,AAPL240816P00222500,222.5,REAL,10:00–10:05 AM,0.182,12:04–12:10 PM,0.0333,-0.1487,6,109.2,-89.2,False,0DTE (same-day expiry)
Friday,2024-08-23,P,AAPL240823P00225000,225.0,REAL,10:00–10:05 AM,0.25,12:04–12:10 PM,0.46,0.21,4,100.0,84.0,True,0DTE (same-day expiry)
Friday,2024-08-30,P,AAPL240830P00230000,230.0,REAL,10:00–10:05 AM,1.354,12:04–12:10 PM,1.475,0.121,1,135.4,12.1,True,0DTE (same-day expiry)
Friday,2024-09-06,P,AAPL240906P00225000,225.0,REAL,10:00–10:05 AM,1.404,12:04–12:10 PM,4.2367,2.8327,1,140.4,283.27,True,0DTE (same-day expiry)
Friday,2024-09-13,P,AAPL240913P00222500,222.5,REAL,10:00–10:05 AM,0.818,12:04–12:10 PM,0.22,-0.598,2,163.6,-119.6,False,0DTE (same-day expiry)
Friday,2024-09-20,P,AAPL240920P00230000,230.0,REAL,10:00–10:05 AM,1.428,12:04–12:10 PM,0.5683,-0.8597,1,142.8,-85.97,False,0DTE (same-day expiry)
Friday,2024-09-27,P,AAPL240927P00230000,230.0,REAL,10:00–10:05 AM,1.252,12:04–12:10 PM,2.196,0.944,1,125.2,94.4,True,0DTE (same-day expiry)
Friday,2024-10-04,P,AAPL241004P00227500,227.5,REAL,10:00–10:05 AM,2.336,12:04–12:10 PM,2.3517,0.0157,1,233.6,1.57,True,0DTE (same-day expiry)
Friday,2024-10-11,P,AAPL241011P00227500,227.5,REAL,10:00–10:05 AM,0.598,12:04–12:10 PM,0.3083,-0.2897,2,119.6,-57.93,False,0DTE (same-day expiry)
Friday,2024-10-18,P,AAPL241018P00235000,235.0,REAL,10:00–10:05 AM,0.506,12:04–12:10 PM,0.455,-0.051,2,101.2,-10.2,False,0DTE (same-day expiry)
Friday,2024-10-25,P,AAPL241025P00230000,230.0,REAL,10:00–10:05 AM,0.15,12:04–12:10 PM,0.0583,-0.0917,7,105.0,-64.17,False,0DTE (same-day expiry)
Friday,2024-11-01,P,AAPL241101P00222500,222.5,REAL,10:00–10:05 AM,0.458,12:04–12:10 PM,0.985,0.527,3,137.4,158.1,True,0DTE (same-day expiry)
Friday,2024-11-08,P,AAPL241108P00227500,227.5,REAL,10:00–10:05 AM,0.512,12:04–12:10 PM,0.6517,0.1397,2,102.4,27.93,True,0DTE (same-day expiry)
Friday,2024-11-15,P,AAPL241115P00227500,227.5,REAL,10:00–10:05 AM,2.54,12:04–12:10 PM,2.72,0.18,1,254.0,18.0,True,0DTE (same-day expiry)
Friday,2024-11-22,P,AAPL241122P00227500,227.5,REAL,10:00–10:05 AM,0.15,12:04–12:10 PM,0.0533,-0.0967,7,105.0,-67.67,False,0DTE (same-day expiry)
Friday,2024-11-29,P,AAPL241129P00235000,235.0,REAL,10:00–10:05 AM,0.21,12:04–12:10 PM,0.0217,-0.1883,5,105.0,-94.17,False,0DTE (same-day expiry)
Friday,2024-12-06,P,AAPL241206P00242500,242.5,REAL,10:00–10:05 AM,0.154,12:04–12:10 PM,0.14,-0.014,7,107.8,-9.8,False,0DTE (same-day expiry)
Friday,2024-12-13,P,AAPL241213P00247500,247.5,REAL,10:00–10:05 AM,0.424,12:04–12:10 PM,1.17,0.746,3,127.2,223.8,True,0DTE (same-day expiry)
Friday,2024-12-20,P,AAPL241220P00247500,247.5,REAL,10:00–10:05 AM,1.14,12:04–12:10 PM,0.0433,-1.0967,1,114.0,-109.67,False,0DTE (same-day expiry)
Friday,2024-12-27,P,AAPL241227P00257500,257.5,REAL,10:00–10:05 AM,1.66,12:04–12:10 PM,4.158,2.498,1,166.0,249.8,True,0DTE (same-day expiry)
Friday,2025-01-03,P,AAPL250103P00242500,242.5,REAL,10:00–10:05 AM,0.554,12:04–12:10 PM,0.385,-0.169,2,110.8,-33.8,False,0DTE (same-day expiry)
Friday,2025-01-10,P,AAPL250110P00237500,237.5,REAL,10:00–10:05 AM,1.36,12:04–12:10 PM,2.295,0.935,1,136.0,93.5,True,0DTE (same-day expiry)
Friday,2025-01-17,P,AAPL250117P00232500,232.5,REAL,10:00–10:05 AM,2.006,12:04–12:10 PM,2.7333,0.7273,1,200.6,72.73,True,0DTE (same-day expiry)
Friday,2025-01-24,P,AAPL250124P00225000,225.0,REAL,10:00–10:05 AM,1.494,12:04–12:10 PM,2.264,0.77,1,149.4,77.0,True,0DTE (same-day expiry)
Friday,2025-01-31,P,AAPL250131P00247500,247.5,REAL,10:00–10:05 AM,4.976,12:04–12:10 PM,8.4667,3.4907,1,497.6,349.07,True,0DTE (same-day expiry)
Friday,2025-02-07,P,AAPL250207P00232500,232.5,REAL,10:00–10:05 AM,1.53,12:04–12:10 PM,3.495,1.965,1,153.0,196.5,True,0DTE (same-day expiry)
Friday,2025-02-14,P,AAPL250214P00242500,242.5,REAL,10:00–10:05 AM,0.402,12:04–12:10 PM,0.225,-0.177,3,120.6,-53.1,False,0DTE (same-day expiry)
Friday,2025-02-21,P,AAPL250221P00247500,247.5,REAL,10:00–10:05 AM,1.882,12:04–12:10 PM,0.6917,-1.1903,1,188.2,-119.03,False,0DTE (same-day expiry)
Friday,2025-02-28,P,AAPL250228P00235000,235.0,REAL,10:00–10:05 AM,0.47,12:04–12:10 PM,0.3083,-0.1617,3,141.0,-48.5,False,0DTE (same-day expiry)
Friday,2025-03-07,P,AAPL250307P00235000,235.0,REAL,10:00–10:05 AM,0.438,12:04–12:10 PM,0.33,-0.108,3,131.4,-32.4,False,0DTE (same-day expiry)
